"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Smoochum","Frost Breath","Ice Punch","10.101","121.6","18.81","1477"
"Mew","Struggle Bug","Gyro Ball","10.1","433","25.84","3735"
"Turtonator","Ember","Dragon Pulse","10.1","313.5","23.84","2543"
"Rotom Fan","Astonish","Thunder","10.098","285.2","23.28","2951"
"Rotom Frost","Astonish","Thunder","10.098","285.2","23.28","2951"
"Rotom Heat","Astonish","Thunder","10.098","285.2","23.28","2951"
"Rotom Mow","Astonish","Thunder","10.098","285.2","23.28","2951"
"Rotom Wash","Astonish","Thunder","10.098","285.2","23.28","2951"
"Sudowoodo","Rock Throw","Rock Tomb","10.098","286.3","23.3","2457"
"Poliwrath","Bubble","Ice Punch","10.097","354.1","24.57","2958"
"Shadow Koffing","Tackle","Sludge Bomb","10.097","140.7","19.51","1389"
"Shadow Golbat","Wing Attack","Ominous Wind","10.096","216","21.71","2261"
"Shadow Kabuto","Mud Shot","Ancient Power","10.096","121.1","18.79","1568"
"Tropius","Razor Leaf","Leaf Blade","10.094","339.5","24.31","2220"
"Minun","Quick Attack","Thunderbolt","10.093","224.8","21.93","1938"
"Shadow Corphish","Bubble","Scald","10.091","106.6","18.19","1408"
"Shadow Ferrothorn","Bullet Seed","Flash Cannon","10.091","308.3","23.72","2656"
"Zygarde (50% Forme)","Zen Headbutt","Crunch","10.09","502.6","26.81","3901"
"Suicune","Snarl","Scald","10.088","480.6","26.5","3412"
"Kubfu","Rock Smash","Brick Break","10.087","172.9","20.53","1942"
"Oranguru","Zen Headbutt","Foul Play","10.085","368","24.79","2803"
"Pidgeot","Steel Wing","Aerial Ace","10.085","284.1","23.23","2436"
"Alolan Persian","Feint Attack","Play Rough","10.084","215.2","21.67","2026"
"Tauros","Zen Headbutt","Iron Head","10.084","310.7","23.76","2998"
"Weezing","Tackle","Return","10.084","302.1","23.59","2623"
"Luxray","Hidden Power (Fire)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Fighting)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Water)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Flying)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Grass)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Poison)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Ground)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Psychic)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Rock)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Ice)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Bug)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Dragon)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Ghost)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Dark)","Psychic Fangs","10.083","280.6","23.16","3304"
"Luxray","Hidden Power (Steel)","Psychic Fangs","10.083","280.6","23.16","3304"
"Ninetales","Ember","Scorching Sands","10.081","315","23.83","2608"
"Seaking","Poison Jab","Ice Beam","10.08","265.8","22.84","2474"
"Lapras","Ice Shard","Return","10.077","441.5","25.93","3021"
"Porygon2","Hidden Power (Fire)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Fighting)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Water)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Flying)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Grass)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Poison)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Electric)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Ground)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Psychic)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Rock)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Ice)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Bug)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Dragon)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Ghost)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Dark)","Zap Cannon","10.077","332.3","24.15","3101"
"Porygon2","Hidden Power (Steel)","Zap Cannon","10.077","332.3","24.15","3101"
"Ponyta","Ember","Fire Blast","10.076","172.7","20.5","1942"
"Alolan Persian","Feint Attack","Payback","10.075","215","21.65","2026"
"Alolan Raticate","Bite","Return","10.075","264.9","22.81","1950"
"Armored Mewtwo","Iron Tail","Earthquake","10.074","536.6","27.22","3646"
"Mew","Struggle Bug","Stone Edge","10.072","431.8","25.77","3735"
"Shadow Kirlia","Charge Beam","Psychic","10.071","91.7","17.49","1106"
"Tapu Fini","Hidden Power (Fire)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Fighting)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Flying)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Grass)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Poison)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Electric)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Ground)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Psychic)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Rock)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Ice)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Bug)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Dragon)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Ghost)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Dark)","Moonblast","10.071","402.2","25.32","3269"
"Tapu Fini","Hidden Power (Steel)","Moonblast","10.071","402.2","25.32","3269"
"Vibrava","Dragon Breath","Scorching Sands","10.071","138.6","19.4","1401"
"Kubfu","Rock Smash","Close Combat","10.07","172.6","20.49","1942"
"Skeledirge","Incinerate","Disarming Voice","10.07","381.1","24.98","3463"
"Galarian Moltres","Wing Attack","Ancient Power","10.069","436.6","25.84","3623"
"Mawile","Astonish","Play Rough","10.069","189.6","20.97","1870"
"Shadow Cacnea","Sucker Punch","Brick Break","10.069","90.1","17.42","1421"
"Poliwrath","Rock Smash","Ice Punch","10.068","353.1","24.5","2958"
"Hitmontop","Counter","Gyro Ball","10.067","269.7","22.9","2467"
"Slowbro","Water Gun","Water Pulse","10.066","360","24.62","2911"
"Bellossom","Acid","Return","10.065","314.8","23.8","2609"
"Galarian Weezing","Tackle","Overheat","10.065","301.5","23.55","2623"
"Garganacl","Smack Down","Rock Tomb","10.065","435.3","25.81","3102"
"Mew","Cut","Ancient Power","10.065","431.5","25.75","3735"
"Nuzleaf","Feint Attack","Foul Play","10.065","139","19.4","1404"
"Hippowdon","Ice Fang","Body Slam","10.064","418.1","25.55","3530"
"Shadow Gliscor","Fury Cutter","Sand Tomb","10.064","309.3","23.7","3080"
"Mew","Dragon Tail","Flame Charge","10.063","431.4","25.75","3735"
"Mawile","Fairy Wind","Return","10.062","189.4","20.96","1870"
"Shadow Koffing","Infestation","Sludge Bomb","10.061","140.2","19.44","1389"
"Stantler","Zen Headbutt","Megahorn","10.06","223.9","21.85","2476"
"Seaking","Poison Jab","Megahorn","10.059","265.2","22.79","2474"
"Smoochum","Pound","Ice Punch","10.059","121.1","18.73","1477"
"Bellossom","Acid","Petal Blizzard","10.057","314.6","23.78","2609"
"Delibird","Ice Shard","Fly","10.057","119.9","18.69","1252"
"Shadow Drifblim","Astonish","Icy Wind","10.057","254.6","22.56","2725"
"Dubwool","Double Kick","Wild Charge","10.056","324.8","23.97","2507"
"Mudbray","Rock Smash","Earthquake","10.056","203","21.32","2165"
"Graveler","Mud Slap","Dig","10.054","230","21.99","2171"
"Pinsir","Fury Cutter","Vise Grip","10.054","279.9","23.09","3385"
"Shadow Omanyte","Mud Shot","Brine","10.054","140.8","19.45","1767"
"Mega Mawile","Fairy Wind","Power-Up Punch","10.053","281.4","23.12","2723"
"Mew","Volt Switch","Thunder","10.053","431","25.72","3735"
"Magby","Karate Chop","Flamethrower","10.052","130.1","19.07","1514"
"Shadow Lampent","Astonish","Heat Wave","10.052","147","19.66","1954"
"Alolan Sandslash","Powder Snow","Gyro Ball","10.051","328.5","24.03","2783"
"Shadow Croconaw","Water Gun","Crunch","10.051","185.8","20.84","1970"
"Victreebel","Razor Leaf","Leaf Tornado","10.05","245.3","22.34","2781"
"Hitmontop","Rock Smash","Close Combat","10.049","269.2","22.86","2467"
"Flaaffy","Charge Beam","Thunderbolt","10.048","185","20.81","1740"
"Lanturn","Charge Beam","Surf","10.048","343.1","24.29","2385"
"Miltank","Tackle","Body Slam","10.048","383.3","24.97","2693"
"Monferno","Rock Smash","Return","10.048","169.4","20.36","1801"
"Feraligatr","Ice Fang","Crunch","10.047","344.9","24.32","3268"
"Vanillish","Frost Breath","Ice Beam","10.047","187.9","20.9","1820"
"Shadow Forretress","Bug Bite","Rock Tomb","10.046","286.6","23.22","2611"
"Vibrava","Sand Attack","Scorching Sands","10.045","138.2","19.35","1401"
"Butterfree","Confusion","Signal Beam","10.043","206","21.37","2090"
"Porygon2","Charge Beam","Zap Cannon","10.043","331.2","24.07","3101"
"Mew","Infestation","Flash Cannon","10.041","430.5","25.69","3735"
"Galvantula","Charge Beam","Cross Poison","10.04","213.2","21.55","2523"
"Ludicolo","Bubble","Ice Beam","10.04","312.1","23.71","2658"
"Shadow Flaaffy","Tackle","Power Gem","10.04","154","19.87","1740"
"Dugtrio","Sucker Punch","Earthquake","10.039","151.6","19.79","1793"
"Shadow Ferrothorn","Bullet Seed","Mirror Shot","10.039","306.7","23.6","2656"
"Mew","Infestation","Bulldoze","10.038","430.3","25.68","3735"
"Torterra","Razor Leaf","Sand Tomb","10.038","373.7","24.8","3357"
"Gourgeist - Small Size","Razor Leaf","Fire Blast","10.037","300.2","23.47","2579"
"Venomoth","Infestation","Silver Wind","10.037","235.4","22.09","2382"
"Butterfree","Struggle Bug","Signal Beam","10.036","205.9","21.36","2090"
"Seaking","Poison Jab","Drill Run","10.036","264.6","22.74","2474"
"Orbeetle","Struggle Bug","Bug Buzz","10.034","345.3","24.3","2543"
"Hisuian Sneasel","Rock Smash","Aerial Ace","10.033","206.5","21.37","2346"
"Lapras","Frost Breath","Skull Bash","10.033","439.6","25.81","3021"
"Monferno","Ember","Return","10.033","169.2","20.33","1801"
"Giratina (Altered Forme)","Shadow Claw","Ancient Power","10.031","571.5","27.56","3866"
"Axew","Iron Tail","Dragon Claw","10.03","133.9","19.17","1566"
"Shadow Exeggcute","Confusion","Psychic","10.03","157.9","19.98","1344"
"Greedent","Bite","Body Slam","10.027","374.4","24.79","2711"
"Castform (Rainy)","Tackle","Weather Ball Water","10.026","229.2","21.92","1867"
"Castform (Snowy)","Tackle","Weather Ball Ice","10.026","229.2","21.92","1867"
"Castform (Sunny)","Tackle","Weather Ball Fire","10.026","229.2","21.92","1867"
"Armored Mewtwo","Iron Tail","Rock Slide","10.025","534","27.08","3646"
"Krabby","Bubble","Water Pulse","10.025","129.4","19","1785"
"Mew","Frost Breath","Ancient Power","10.025","429.8","25.65","3735"
"Cacnea","Poison Sting","Trailblaze","10.024","107.7","18.15","1421"
"Orthworm","Iron Tail","Earthquake","10.02","348.1","24.33","2630"
"Vigoroth","Scratch","Rock Slide","10.019","260.9","22.63","2251"
"Clefable","Zen Headbutt","Moonblast","10.018","325.2","23.91","2788"
"Gastrodon - East Sea","Hidden Power (Fire)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Fighting)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Flying)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Grass)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Poison)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Electric)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Psychic)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Rock)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Ice)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Bug)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Dragon)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Ghost)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Dark)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - East Sea","Hidden Power (Steel)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Fire)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Fighting)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Flying)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Grass)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Poison)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Electric)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Psychic)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Rock)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Ice)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Bug)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Dragon)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Ghost)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Dark)","Earthquake","10.018","325.5","23.92","2659"
"Gastrodon - West Sea","Hidden Power (Steel)","Earthquake","10.018","325.5","23.92","2659"
"Nuzleaf","Razor Leaf","Foul Play","10.018","138.3","19.31","1404"
"Trapinch","Sand Attack","Dig","10.018","105.8","18.06","1458"
"Abomasnow","Razor Leaf","Icy Wind","10.017","305.4","23.54","2702"
"Minun","Spark","Discharge","10.017","223.1","21.76","1938"
"Slurpuff","Fairy Wind","Flamethrower","10.016","294.4","23.32","2516"
"Vivillon","Gust","Energy Ball","10.016","192.4","20.97","2122"
"Kangaskhan","Low Kick","Earthquake","10.015","354.9","24.44","2958"
"Dudunsparce","Astonish","Rock Slide","10.014","371.3","24.71","3134"
"Lopunny","Pound","Focus Blast","10.014","295.8","23.34","2356"
"Shadow Loudred","Rock Smash","Stomp","10.014","134.8","19.18","1518"
"Cacnea","Sucker Punch","Return","10.013","107.5","18.13","1421"
"Nidorino","Poison Sting","Sludge Bomb","10.013","171.3","20.36","1594"
"Lanturn","Spark","Hydro Pump","10.012","341.9","24.2","2385"
"Weezing","Acid","Dark Pulse","10.012","300","23.42","2623"
"Wigglytuff","Charm","Ice Beam","10.012","258.7","22.57","2204"
"Mew","Shadow Claw","Flame Charge","10.011","429.2","25.62","3735"
"Morgrem","Bite","Dark Pulse","10.01","165.5","20.18","1649"
"Bellibolt","Water Gun","Parabolic Charge","10.009","364.7","24.59","3046"
"Beedrill","Infestation","Fell Stinger","10.007","205.1","21.29","2112"
"Flaaffy","Tackle","Thunderbolt","10.006","184.2","20.73","1740"
"Ivysaur","Razor Leaf","Return","10.006","213.4","21.5","1943"
"Mew","Rock Smash","Bulldoze","10.004","428.9","25.6","3735"
"Smoochum","Powder Snow","Ice Beam","10.003","120.4","18.63","1477"
"Steelix","Iron Tail","Heavy Slam","10.003","446.7","25.86","2762"
"Shadow Cacnea","Sand Attack","Brick Break","10.002","89.5","17.3","1421"
"Shadow Shuppet","Astonish","Ominous Wind","10.002","75.2","16.56","1165"
"Swoobat","Air Slash","Aerial Ace","10.002","193.7","20.98","1963"
"Dugtrio","Sucker Punch","Mud Bomb","10.001","151.1","19.72","1793"
"Mew","Charge Beam","Energy Ball","10.001","428.8","25.59","3735"
"Shadow Marshtomp","Mud Shot","Sludge","10.001","183.1","20.69","2032"
"Tentacruel","Poison Jab","Scald","10.001","364.6","24.57","2771"
"Mawile","Fairy Wind","Iron Head","10","188.3","20.83","1870"
"Shadow Jumpluff","Fairy Wind","Solar Beam","10","256.8","22.51","1872"
"Quagsire","Mud Shot","Earthquake","9.999","289.8","23.2","2279"
"Charmeleon","Ember","Fire Punch","9.998","185.8","20.76","1891"
"Galarian Ponyta","Low Kick","Play Rough","9.998","171.3","20.34","1942"
"Shadow Aron","Metal Claw","Iron Head","9.998","156.9","19.9","1496"
"Tauros","Zen Headbutt","Horn Attack","9.998","308.1","23.56","2998"
"Suicune","Extrasensory","Bubble Beam","9.997","476.2","26.26","3412"
"Carnivine","Bite","Crunch","9.996","232.5","21.95","2470"
"Klawf","Mud Slap","Rock Tomb","9.996","296.8","23.33","2749"
"Muk","Infestation","Dark Pulse","9.995","368","24.62","3154"
"Shadow Flaaffy","Charge Beam","Trailblaze","9.995","153.3","19.78","1740"
"Talonflame","Incinerate","Flame Charge","9.995","271.1","22.81","2522"
"Deoxys (Speed Forme)","Charge Beam","Psycho Boost","9.994","281","23.01","3294"
"Slurpuff","Charm","Draining Kiss","9.994","293.8","23.27","2516"
"Magby","Ember","Flamethrower","9.992","129.3","18.95","1514"
"Magnemite","Volt Switch","Return","9.992","116.5","18.46","1558"
"Wormadam (Plant Cloak)","Bug Bite","Bug Buzz","9.992","263","22.63","2029"
"Wormadam (Sandy Cloak)","Bug Bite","Bug Buzz","9.992","263","22.63","2029"
"Magcargo","Rock Throw","Overheat","9.989","248.3","22.3","1947"
"Regirock","Lock-On","Stone Edge","9.988","526.7","26.92","3572"
"Vespiquen","Air Slash","Bug Buzz","9.988","304","23.46","2294"
"Maractus","Bullet Seed","Aerial Ace","9.987","225.3","21.77","2601"
"Weezing","Infestation","Return","9.987","299.2","23.36","2623"
"Klinklang","Charge Beam","Mirror Shot","9.986","308.6","23.54","3017"
"Shadow Golbat","Bite","Ominous Wind","9.985","213.7","21.48","2261"
"Seviper","Iron Tail","Wrap","9.984","202.4","21.19","2409"
"Shadow Grimer","Poison Jab","Mud Bomb","9.984","142.2","19.4","1572"
"Politoed","Bubble","Scald","9.983","341.3","24.14","2802"
"Malamar","Psywave","Psybeam","9.982","306.7","23.5","2698"
"Thwackey","Scratch","Energy Ball","9.982","220.8","21.65","2146"
"Mew","Poison Jab","Low Sweep","9.98","427.8","25.54","3735"
"Bellsprout","Acid","Return","9.978","91.5","17.36","1182"
"Mew","Rock Smash","Flash Cannon","9.978","427.8","25.53","3735"
"Shadow Misdreavus","Hex","Shadow Sneak","9.978","189.7","20.84","2204"
"Charmeleon","Scratch","Fire Punch","9.977","185.4","20.71","1891"
"Darumaka","Tackle","Fire Punch","9.977","149.6","19.63","1649"
"Giratina (Altered Forme)","Dragon Breath","Shadow Sneak","9.975","568.3","27.4","3866"
"Blastoise","Water Gun","Ice Beam","9.973","356.8","24.39","2821"
"Shadow Hypno","Confusion","Thunder Punch","9.973","292.3","23.21","2391"
"Xatu","Air Slash","Ominous Wind","9.973","226.9","21.78","2503"
"Crobat","Bite","Poison Fang","9.971","325.4","23.83","3027"
